Symbol,Company Name,Market Cap,Stock Price,Revenue
VGAS,"Verde Clean Fuels, Inc.",36.29M,3.80,-
AIFF,"Firefly Neuroscience, Inc.",36.20M,4.60,64.00K
IZEA,"IZEA Worldwide, Inc.",36.19M,2.20,32.83M
AIXI,Xiao-I Corporation,36.06M,4.31,59.17M
RPID,"Rapid Micro Biosystems, Inc.",36.05M,0.84,24.71M
SHFS,"SHF Holdings, Inc.",36.03M,0.65,16.72M
MCAG,Mountain Crest Acquisition Corp. V,35.89M,10.81,-
TPST,"Tempest Therapeutics, Inc.",35.80M,1.42,-
TPCS,TechPrecision Corporation,35.78M,3.67,30.50M
UNCY,"Unicycive Therapeutics, Inc.",35.67M,0.38,-
SGRP,"SPAR Group, Inc.",35.54M,1.60,258.42M
TLF,"Tandy Leather Factory, Inc.",35.36M,4.20,74.95M
GROW,"U.S. Global Investors, Inc.",35.34M,2.54,11.85M
OKYO,OKYO Pharma Limited,35.19M,1.04,-
NSYS,Nortech Systems Incorporated,35.11M,12.71,137.53M
ATRA,"Atara Biotherapeutics, Inc.",35.09M,7.14,62.39M
CLNN,Clene Inc.,34.94M,5.40,442.00K
SCOR,"comScore, Inc.",34.86M,7.13,358.73M
LASE,Laser Photonics Corporation,34.53M,2.82,4.01M
RCON,"Recon Technology, Ltd.",34.52M,2.31,9.42M
ORGS,Orgenesis Inc.,34.40M,0.73,662.00K
ICCM,IceCure Medical Ltd,34.39M,0.72,3.34M
OCUP,"Ocuphire Pharma, Inc.",34.32M,1.31,16.45M
FRGT,"Freight Technologies, Inc.",34.25M,0.21,17.06M
MOVE,Movano Inc.,34.21M,0.35,852.00K
AZ,A2Z Smart Technologies Corp.,34.11M,0.65,7.14M
TURN,180 Degree Capital Corp.,33.90M,3.39,129.30K
NCNC,noco-noco Inc.,33.90M,0.19,-
XTLB,XTL Biopharmaceuticals Ltd.,33.23M,2.65,-
GAME,"GameSquare Holdings, Inc.",33.06M,1.06,84.16M
POCI,"Precision Optics Corporation, Inc.",33.02M,5.20,19.41M
GANX,"Gain Therapeutics, Inc.",32.94M,1.29,-
ESGL,ESGL Holdings Limited,32.89M,1.43,6.22M
ANTX,"AN2 Therapeutics, Inc.",32.83M,1.10,-
MLEC,Moolec Science SA,32.76M,0.87,5.01M
MRKR,"Marker Therapeutics, Inc.",32.70M,3.67,3.73M
PODC,"PodcastOne, Inc.",32.67M,1.36,45.82M
ASPS,Altisource Portfolio Solutions S.A.,32.53M,1.20,148.96M
MTEN,Mingteng International Corporation Inc.,32.53M,5.24,8.16M
APWC,Asia Pacific Wire & Cable Corporation Limited,32.48M,1.58,425.77M
ALTS,ALT5 Sigma Corporation,32.43M,2.54,2.17M
MOBX,"Mobix Labs, Inc.",32.42M,1.06,3.92M
INKT,"MiNK Therapeutics, Inc.",32.42M,0.82,-
NAII,"Natural Alternatives International, Inc.",32.37M,5.22,120.20M
GTIM,Good Times Restaurants Inc.,32.37M,3.01,140.81M
QH,Quhuo Limited,32.36M,0.36,522.13M
ONMD,OneMedNet Corporation,32.34M,1.03,1.02M
DECA,Denali Capital Acquisition Corp.,32.31M,11.48,-
ABVE,Above Food Ingredients Inc.,32.24M,1.13,275.38M
ATGL,Alpha Technology Group Limited,32.20M,2.11,1.11M
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",32.07M,0.97,-
STRM,"Streamline Health Solutions, Inc.",31.96M,0.53,21.59M
ICLK,iClick Interactive Asia Group Limited,31.95M,3.15,133.22M
IMRX,Immuneering Corporation,31.73M,1.07,-
IRIX,IRIDEX Corporation,31.70M,1.92,49.70M
AQMS,"Aqua Metals, Inc.",31.68M,0.23,25.00K
GLBS,Globus Maritime Limited,31.59M,1.54,30.34M
MYNA,Mynaric AG,31.54M,1.23,5.96M
AAME,Atlantic American Corporation,31.42M,1.54,186.00M
FTEK,"Fuel Tech, Inc.",31.32M,1.02,26.33M
GRYP,"Gryphon Digital Mining, Inc.",31.31M,0.77,24.57M
FTCI,"FTC Solar, Inc.",31.28M,0.25,77.77M
HUDI,"Huadi International Group Co., Ltd.",31.05M,2.18,83.46M
WHLM,"Wilhelmina International, Inc.",30.94M,6.00,17.00M
LFWD,ReWalk Robotics Ltd.,30.90M,3.52,23.28M
BHAT,Blue Hat Interactive Entertainment Technology,30.89M,0.53,73.69M
BTM,Bitcoin Depot Inc.,30.87M,1.73,629.50M
MOGO,Mogo Inc.,30.75M,1.28,30.11M
NTWK,"NetSol Technologies, Inc.",30.68M,2.69,58.73M
MIGI,Mawson Infrastructure Group Inc.,30.61M,1.65,57.23M
QOMO,Qomolangma Acquisition Corp.,30.56M,12.22,-
ELBM,Electra Battery Materials Corporation,30.51M,0.54,-
ACHL,Achilles Therapeutics plc,30.47M,0.74,-
DARE,"Daré Bioscience, Inc.",30.34M,3.55,2.84M
FGF,Fundamental Global Inc.,29.99M,1.05,33.50M
AIEV,"Thunder Power Holdings, Inc.",29.87M,0.62,-
LUMO,"Lumos Pharma, Inc.",29.65M,3.65,1.49M
CGTX,"Cognition Therapeutics, Inc.",29.62M,0.74,-
RAY,Raytech Holding Limited,29.58M,1.69,8.56M
CLPS,CLPS Incorporation,29.51M,1.06,145.37M
GRRR,Gorilla Technology Group Inc.,29.33M,2.64,64.69M
STIM,"Neuronetics, Inc.",29.24M,0.97,72.07M
NRBO,"NeuroBo Pharmaceuticals, Inc.",28.86M,3.40,-
ICCC,ImmuCell Corporation,28.83M,3.68,23.22M
SLNH,"Soluna Holdings, Inc.",28.78M,5.00,38.14M
TKLF,"Yoshitsu Co., Ltd",28.71M,0.68,195.68M
GTEC,Greenland Technologies Holding Corporation,28.68M,2.11,90.36M
QNCX,"Quince Therapeutics, Inc.",28.56M,0.66,-
OESX,"Orion Energy Systems, Inc.",28.52M,0.87,92.87M
CGBS,Crown LNG Holdings Limited,28.17M,0.40,-
BRLT,"Brilliant Earth Group, Inc.",28.16M,2.10,441.26M
GMM,Global Mofy Metaverse Limited,28.09M,0.93,33.99M
PLUR,Pluri Inc.,28.02M,5.20,341.00K
EPOW,"Sunrise New Energy Co., Ltd.",27.97M,1.07,45.05M
CMLS,Cumulus Media Inc.,27.94M,1.65,833.62M
IXHL,Incannex Healthcare Inc.,27.94M,1.76,661.15K
TOI,"The Oncology Institute, Inc.",27.92M,0.37,361.07M
DRIO,DarioHealth Corp.,27.91M,0.93,19.15M
AGMH,AGM Group Holdings Inc.,27.89M,1.15,92.91M
GORV,"Lazydays Holdings, Inc.",27.77M,1.96,987.99M
KALA,"KALA BIO, Inc.",27.69M,6.01,-
BTAI,"BioXcel Therapeutics, Inc.",27.67M,0.68,2.40M
VYNE,VYNE Therapeutics Inc.,27.58M,1.87,486.00K
ITRM,Iterum Therapeutics plc,27.47M,1.21,-
SRZN,"Surrozen, Inc.",27.47M,8.57,-
UTSI,UTStarcom Holdings Corp.,27.36M,2.90,15.75M
MIRA,"MIRA Pharmaceuticals, Inc.",27.34M,1.85,-
CVV,CVD Equipment Corporation,27.11M,3.94,21.61M
MNDR,Mobile-health Network Solutions,27.00M,0.79,11.53M
BCLI,Brainstorm Cell Therapeutics Inc.,26.85M,0.34,-
ICU,SeaStar Medical Holding Corporation,26.68M,6.40,-
NWGL,Nature Wood Group Limited,26.65M,1.61,25.46M
AEHL,Antelope Enterprise Holdings Limited,26.55M,2.18,72.00M
DTST,Data Storage Corporation,26.51M,3.79,25.32M
UBX,"Unity Biotechnology, Inc.",26.45M,1.57,-
BOLT,"Bolt Biotherapeutics, Inc.",26.31M,0.69,11.17M
RAVE,"Rave Restaurant Group, Inc.",26.26M,1.80,11.84M
MDAI,"Spectral AI, Inc.",26.23M,1.49,22.53M
KFFB,Kentucky First Federal Bancorp,26.20M,3.24,7.30M
APDN,"Applied DNA Sciences, Inc.",26.16M,2.54,3.40M
SNAL,"Snail, Inc.",26.10M,0.71,73.27M
USEG,U.S. Energy Corp.,26.02M,0.93,25.74M
HYFM,"Hydrofarm Holdings Group, Inc.",25.94M,0.56,210.32M
CHR,"Cheer Holding, Inc.",25.92M,2.52,155.95M
MKDW,MKDWELL Tech Inc.,25.87M,1.34,-
ENLV,Enlivex Therapeutics Ltd.,25.69M,1.23,-
YYGH,YY Group Holding Limited,25.47M,0.74,31.77M
ZOOZ,ZOOZ Power Ltd.,25.34M,2.10,506.66K
DALN,DallasNews Corporation,25.16M,4.70,131.65M
VSEE,"VSee Health, Inc.",25.12M,1.71,5.74M
PMEC,Primech Holdings Ltd.,25.11M,0.66,72.52M
INAB,"IN8bio, Inc.",25.03M,0.54,-
LSTA,"Lisata Therapeutics, Inc.",24.96M,3.00,-
ACST,Acasti Pharma Inc.,24.84M,2.45,-
NVA,Nova Minerals Limited,24.80M,6.19,32.33K
BIOR,"Biora Therapeutics, Inc.",24.73M,0.68,860.00K
SUGP,SU Group Holdings Limited,24.70M,1.81,20.25M
SABS,"SAB Biotherapeutics, Inc.",24.55M,2.66,2.78M
PSHG,Performance Shipping Inc.,24.49M,1.97,90.83M
PSIG,PS International Group Ltd.,24.46M,0.97,140.02M
SOHO,Sotherly Hotels Inc.,24.37M,1.25,178.34M
DAIO,Data I/O Corporation,24.36M,2.64,24.60M
RNXT,"RenovoRx, Inc.",24.22M,1.01,-
NMTC,NeuroOne Medical Technologies Corporation,24.15M,0.78,3.92M
CACO,Caravelle International Group,24.05M,0.43,133.78M
GP,GreenPower Motor Company Inc.,23.93M,0.91,24.69M
IZM,ICZOOM Group Inc.,23.87M,2.17,181.92M
PIRS,"Pieris Pharmaceuticals, Inc.",23.86M,18.07,20.87M
FEMY,Femasys Inc.,23.79M,1.07,950.10K
FPAY,"FlexShopper, Inc.",23.67M,1.10,127.36M
VRAX,Virax Biolabs Group Limited,23.66M,5.45,156.42K
GDHG,Golden Heaven Group Holdings Ltd.,23.59M,0.12,25.55M
RNLX,Renalytix Plc,23.58M,0.32,2.22M
CNTM,"ConnectM Technology Solutions, Inc.",23.55M,0.95,20.10M
JZXN,"Jiuzi Holdings, Inc.",23.52M,2.26,5.93M
GBNY,"Generations Bancorp NY, Inc.",23.45M,10.46,9.06M
NXPL,NextPlat Corp,23.34M,1.23,66.40M
GREE,Greenidge Generation Holdings Inc.,23.25M,2.18,72.91M
BIAF,"bioAffinity Technologies, Inc.",23.24M,1.72,7.32M
VINC,"Vincerx Pharma, Inc.",23.15M,0.75,-
GHSI,"Guardion Health Sciences, Inc.",23.11M,18.00,12.23M
UCAR,U Power Limited,23.09M,6.84,2.79M
HUDA,Hudson Acquisition I Corp.,22.81M,12.55,-
USEA,United Maritime Corporation,22.80M,2.53,46.28M
COOT,Australian Oilseeds Holdings Limited,22.76M,0.96,-
SWAG,"Stran & Company, Inc.",22.70M,1.22,75.89M
NRXP,"NRx Pharmaceuticals, Inc.",22.52M,2.08,-
ISPO,Inspirato Incorporated,22.42M,4.35,300.94M
CYTH,"Cyclo Therapeutics, Inc.",22.38M,0.78,1.13M
HLP,Hongli Group Inc.,22.27M,1.82,16.00M
CHSN,Chanson International Holding,22.24M,1.79,17.25M
NKGN,"NKGen Biotech, Inc.",22.16M,0.86,-
IPA,ImmunoPrecise Antibodies Ltd.,22.11M,0.81,17.84M
HOVR,New Horizon Aircraft Ltd.,22.05M,1.03,-
OCC,Optical Cable Corporation,21.78M,2.76,65.24M
TWG,Top Wealth Group Holding Limited,21.75M,0.75,16.94M
WETH,Wetouch Technology Inc.,21.72M,1.82,40.61M
SAI,SAI.TECH Global Corporation,21.68M,0.88,6.78M
COSM,Cosmos Health Inc.,21.65M,1.22,56.45M
ATER,"Aterian, Inc.",21.64M,3.03,120.62M
SGMA,"SigmaTron International, Inc.",21.63M,3.55,401.03M
XAIR,"Beyond Air, Inc.",21.59M,0.46,1.78M
IINN,Inspira Technologies Oxy B.H.N. Ltd.,21.52M,1.18,-
LRE,"Lead Real Estate Co., Ltd",21.49M,1.58,118.41M
BANL,CBL International Limited,21.48M,0.78,435.90M
NA,Nano Labs Ltd,21.40M,0.31,11.05M
ANY,Sphere 3D Corp.,21.37M,1.03,25.03M
SDOT,Sadot Group Inc.,21.23M,0.46,636.38M
JFU,9F Inc.,21.19M,1.80,58.17M
APCX,AppTech Payments Corp.,21.17M,0.85,462.00K
BTCS,BTCS Inc.,21.03M,1.30,1.65M
MEIP,"MEI Pharma, Inc.",20.92M,3.14,66.75M
JG,Aurora Mobile Limited,20.89M,3.49,40.07M
LYRA,"Lyra Therapeutics, Inc.",20.68M,0.32,1.82M
BBGI,"Beasley Broadcast Group, Inc.",20.62M,0.67,240.68M
KIRK,"Kirkland's, Inc.",20.47M,1.57,463.57M
TXMD,"TherapeuticsMD, Inc.",20.41M,1.77,996.00K
MMV,MultiMetaVerse Holdings Limited,20.16M,0.61,9.01M
WAVE,Eco Wave Power Global AB (publ),20.14M,3.63,306.00K
COCP,"Cocrystal Pharma, Inc.",20.14M,1.98,-
AACG,ATA Creativity Global,20.13M,0.64,33.43M
QMCO,Quantum Corporation,20.11M,0.21,290.45M
BFRG,"Bullfrog AI Holdings, Inc.",20.10M,2.56,65.00K
CMMB,Chemomab Therapeutics Ltd.,19.91M,1.40,-
DUOT,"Duos Technologies Group, Inc.",19.84M,2.58,5.64M
EVGN,Evogene Ltd.,19.83M,3.88,9.19M
CPSH,CPS Technologies Corporation,19.76M,1.36,23.98M
BIVI,BioVie Inc.,19.74M,3.23,-
EKSO,"Ekso Bionics Holdings, Inc.",19.74M,1.07,18.16M
SPRB,"Spruce Biosciences, Inc.",19.72M,0.48,9.57M
LPCN,Lipocine Inc.,19.63M,3.67,4.80M
PXDT,"Pixie Dust Technologies, Inc.",19.48M,1.31,6.30M
YYAI,Connexa Sports Technologies Inc.,19.46M,7.32,8.40M
MGIH,Millennium Group International Holdings Limited,19.46M,1.73,43.08M
CPIX,Cumberland Pharmaceuticals Inc.,19.45M,1.38,37.79M
GNLN,"Greenlane Holdings, Inc.",19.42M,6.67,29.37M
NEPH,"Nephros, Inc.",19.40M,1.84,13.77M
WKSP,Worksport Ltd.,19.34M,0.65,3.73M
VCIG,VCI Global Limited,19.13M,0.22,23.55M
WKHS,Workhorse Group Inc.,19.10M,0.78,9.62M
ZPTA,Zapata Computing Holdings Inc.,19.09M,0.49,5.96M
CARA,"Cara Therapeutics, Inc.",19.09M,0.35,11.00M
APRE,"Aprea Therapeutics, Inc.",19.07M,3.51,1.28M
TRIB,Trinity Biotech plc,18.93M,2.00,58.65M
ASTC,Astrotech Corporation,18.91M,11.47,2.00M
SEED,Origin Agritech Limited,18.84M,2.98,16.52M
FLYE,"Fly-E Group, Inc.",18.80M,0.76,32.24M
ZKIN,"ZK International Group Co., Ltd.",18.80M,0.52,111.60M
CSCI,COSCIENS Biopharma Inc.,18.74M,6.18,4.92M
CJET,"Chijet Motor Company, Inc.",18.69M,3.49,9.48M
MHUA,"Meihua International Medical Technologies Co., Ltd.",18.56M,0.73,97.10M
GDTC,CytoMed Therapeutics Limited,18.46M,1.60,384.67K
TRUG,"TruGolf Holdings, Inc.",18.42M,1.39,19.11M
NERV,"Minerva Neurosciences, Inc.",18.39M,2.63,-
WVVI,"Willamette Valley Vineyards, Inc.",18.37M,3.70,39.24M
EDTK,Skillful Craftsman Education Technology Limited,18.32M,1.15,2.00M
LSH,Lakeside Holding Limited,18.23M,2.52,17.62M
PEV,Phoenix Motor Inc.,18.17M,0.52,3.12M
IMNN,"Imunon, Inc.",18.15M,1.26,-
SLGL,Sol-Gel Technologies Ltd.,18.00M,0.65,6.56M
TOMZ,"TOMI Environmental Solutions, Inc.",17.96M,0.90,7.13M
BLMZ,BloomZ Inc.,17.91M,1.44,859.07K
CCTG,CCSC Technology International Holdings Limited,17.84M,1.54,14.75M
GYRO,"Gyrodyne, LLC",17.81M,8.10,2.74M
VRAR,"The Glimpse Group, Inc.",17.78M,0.98,9.99M
HCWB,HCW Biologics Inc.,17.78M,0.47,3.92M
HYZN,Hyzon Motors Inc.,17.65M,0.07,10.59M
TAIT,Taitron Components Incorporated,17.64M,2.93,4.72M
CPOP,"Pop Culture Group Co., Ltd",17.63M,1.18,31.30M
ZAPP,Zapp Electric Vehicles Group Limited,17.61M,4.18,-
YHGJ,Yunhong Green CTI Ltd.,17.61M,0.85,17.80M
EZFL,EZFill Holdings Inc.,17.60M,3.10,25.85M
NXGL,"NEXGEL, Inc.",17.60M,2.60,5.01M
SYBX,"Synlogic, Inc.",17.54M,1.50,3.17M
EVAX,Evaxion Biotech A/S,17.51M,3.14,278.00K
TSBX,Turnstone Biologics Corp.,17.51M,0.76,-
UGRO,"urban-gro, Inc.",17.49M,1.42,70.32M
MNTS,Momentus Inc.,17.46M,1.05,3.09M
EDUC,Educational Development Corporation,17.45M,2.03,46.50M
BOSC,B.O.S. Better Online Solutions Ltd.,17.42M,3.03,40.44M
JYD,Jayud Global Logistics Limited,17.30M,0.81,70.21M
VISL,"Vislink Technologies, Inc.",17.29M,7.02,32.55M
ABTS,Abits Group Inc.,17.24M,0.49,5.34M
AWH,Aspira Women's Health Inc.,17.18M,1.07,8.92M
CUTR,"Cutera, Inc.",17.11M,0.85,169.19M
APM,Aptorum Group Limited,16.96M,3.10,431.38K
ILAG,Intelligent Living Application Group Inc.,16.80M,0.93,6.44M
TURB,"Turbo Energy, S.A.",16.75M,1.52,14.53M
LOBO,Lobo EV Technologies Ltd.,16.73M,2.15,15.47M
MBOT,Microbot Medical Inc.,16.66M,1.01,-
INDP,"Indaptus Therapeutics, Inc.",16.62M,1.63,-
VRM,"Vroom, Inc.",16.59M,9.12,900.45M
ALCE,Alternus Clean Energy Inc,16.55M,0.23,-
LIQT,"LiqTech International, Inc.",16.44M,2.83,17.72M
PYPD,PolyPid Ltd.,16.31M,3.40,-
MCVT,"Mill City Ventures III, Ltd.",16.28M,2.55,3.25M
FMST,Foremost Lithium Resource & Technology Ltd.,16.28M,2.95,-
PT,Pintec Technology Holdings Limited,16.27M,1.02,7.43M
IMRN,Immuron Limited,16.25M,2.69,2.44M
NRSN,NeuroSense Therapeutics Ltd.,16.16M,0.83,-
JZ,Jianzhi Education Technology Group Company Limited,16.15M,0.80,62.13M
BCTX,BriaCell Therapeutics Corp.,16.11M,0.86,-
HUBC,HUB Cyber Security Ltd.,16.07M,0.53,42.66M
LRHC,La Rosa Holdings Corp.,16.07M,1.00,50.37M
DLPN,"Dolphin Entertainment, Inc.",15.99M,0.72,48.89M
XELB,"Xcel Brands, Inc.",15.95M,0.68,10.06M
NCNA,NuCana plc,15.93M,7.09,-
OMIC,"Singular Genomics Systems, Inc.",15.82M,6.34,2.72M
CDT,Conduit Pharmaceuticals Inc.,15.81M,0.16,-
WKEY,WISeKey International Holding AG,15.67M,2.32,30.92M
SYRA,Syra Health Corp.,15.66M,1.11,7.07M
HTCR,"HeartCore Enterprises, Inc.",15.44M,0.74,17.13M
SGLY,Singularity Future Technology Ltd.,15.43M,4.41,3.37M
TLPH,"Talphera, Inc.",15.29M,0.90,398.00K
JCTCF,Jewett-Cameron Trading Company Ltd.,15.25M,4.35,48.55M
APLM,"Apollomics, Inc.",15.18M,0.14,2.10M
CTCX,Carmell Corporation,14.96M,0.72,12.32K
SNSE,"Sensei Biotherapeutics, Inc.",14.96M,0.59,-
WENA,"Anew Medical, Inc.",14.88M,1.17,-
HOFV,Hall of Fame Resort & Entertainment Company,14.87M,2.27,23.77M
GIGM,GigaMedia Limited,14.81M,1.34,3.39M
ZEO,Zeo Energy Corp.,14.80M,2.55,95.46M
GCTK,"GlucoTrack, Inc.",14.79M,2.70,-
GLTO,"Galecto, Inc.",14.65M,0.54,-
ONCT,"Oncternal Therapeutics, Inc.",14.65M,4.95,1.85M
CWD,CaliberCos Inc.,14.60M,0.66,72.10M
AYTU,"Aytu BioPharma, Inc.",14.57M,2.44,93.76M
REBN,"Reborn Coffee, Inc.",14.52M,3.87,6.20M
EDSA,"Edesa Biotech, Inc.",14.45M,4.45,-
GFAI,"Guardforce AI Co., Limited",14.43M,1.45,36.28M
TENX,"Tenax Therapeutics, Inc.",14.39M,4.22,-
GLBZ,Glen Burnie Bancorp,14.36M,4.95,11.58M
QTI,"QT Imaging Holdings, Inc.",14.31M,0.67,3.11M
LAES,SEALSQ Corp,14.30M,0.62,30.06M
MTEK,Maris-Tech Ltd.,14.26M,1.81,4.03M
CMAX,"CareMax, Inc.",14.12M,3.70,784.55M
GVP,"GSE Systems, Inc.",14.06M,4.05,44.79M
MDRR,"Medalist Diversified REIT, Inc.",14.04M,12.56,10.17M
GSUN,Golden Sun Health Technology Group Limited,13.99M,7.33,6.34M
JDZG,JIADE Limited,13.98M,0.58,2.20M
CLRO,"ClearOne, Inc.",13.97M,0.58,14.97M
SIDU,"Sidus Space, Inc.",13.92M,3.33,4.31M
MBIO,"Mustang Bio, Inc.",13.90M,0.37,-
FLGC,Flora Growth Corp.,13.81M,1.04,69.01M
STRR,"Star Equity Holdings, Inc.",13.78M,4.26,47.15M
JVA,"Coffee Holding Co., Inc.",13.70M,2.40,73.06M
XELA,"Exela Technologies, Inc.",13.69M,2.15,1.02B
AMIX,"Autonomix Medical, Inc.",13.64M,0.59,-
NIVF,NewGenIvf Group Limited,13.62M,1.13,-
SANW,S&W Seed Company,13.58M,0.31,68.68M
GIPR,"Generation Income Properties, Inc.",13.50M,2.49,9.66M
MULN,"Mullen Automotive, Inc.",13.47M,0.34,156.57K
AEI,Alset Inc.,13.39M,1.45,9.22M
VRME,"VerifyMe, Inc.",13.29M,1.28,25.43M
PMD,Psychemedics Corporation,13.28M,2.28,20.79M
SNTI,"Senti Biosciences, Inc.",13.23M,2.89,338.00K
NCRA,"Nocera, Inc.",13.23M,0.97,26.40M
RMCF,"Rocky Mountain Chocolate Factory, Inc.",13.21M,1.74,27.92M
DXYN,"The Dixie Group, Inc.",13.21M,0.90,271.01M
ELSE,"Electro-Sensors, Inc.",13.20M,3.85,8.83M
MTEX,"Mannatech, Incorporated",13.19M,7.00,122.38M
PETZ,"TDH Holdings, Inc.",13.11M,1.27,3.18M
MDJH,MDJM Ltd,13.08M,1.12,144.86K
PPBT,Purple Biotech Ltd,13.01M,0.40,-
MSS,Maison Solutions Inc.,13.00M,0.66,58.04M
SLE,"Super League Enterprise, Inc.",12.99M,1.23,25.03M
FRSX,Foresight Autonomous Holdings Ltd.,12.93M,0.79,666.00K
CNVS,Cineverse Corp.,12.88M,0.82,45.28M
RVSN,Rail Vision Ltd.,12.86M,0.64,142.00K
LDTC,LeddarTech Holdings Inc.,12.85M,0.44,6.05M
ULY,Urgent.ly Inc.,12.81M,0.95,165.73M
PMCB,"PharmaCyte Biotech, Inc.",12.80M,1.66,-
OXBR,Oxbridge Re Holdings Limited,12.80M,2.12,-8.37M
MBRX,"Moleculin Biotech, Inc.",12.69M,2.39,-
RMCO,Royalty Management Holding Corporation,12.62M,0.84,644.29K
JEWL,Adamas One Corp.,12.53M,0.45,501.38K
SSKN,"STRATA Skin Sciences, Inc.",12.47M,2.99,32.73M
KTRA,"Kintara Therapeutics, Inc.",12.46M,0.23,-
BTOG,Bit Origin Ltd,12.46M,1.96,7.09M
OP,OceanPal Inc.,12.44M,1.67,22.10M
DPRO,Draganfly Inc.,12.33M,0.14,4.47M
HRYU,"Hanryu Holdings, Inc.",12.27M,0.23,794.17K
GLYC,"GlycoMimetics, Inc.",12.25M,0.19,10.00K
CREV,Carbon Revolution Public Limited Company,12.21M,6.51,39.26M
FCUV,Focus Universal Inc.,12.17M,0.19,839.62K
ZCAR,"Zoomcar Holdings, Inc.",12.15M,0.16,9.52M
CLWT,Euro Tech Holdings Company Limited,12.11M,1.57,17.94M
MRM,MEDIROM Healthcare Technologies Inc.,12.11M,2.48,48.44M
SONM,"Sonim Technologies, Inc.",12.09M,2.50,69.29M
LKCO,Luokung Technology Corp.,11.95M,0.68,36.98M
INTJ,Intelligent Group Limited,11.90M,0.91,2.63M
YJ,Yunji Inc.,11.84M,0.60,72.68M
BRTX,"BioRestorative Therapies, Inc.",11.76M,1.70,174.10K
SLXN,Silexion Therapeutics Corp,11.72M,1.41,-
GURE,"Gulf Resources, Inc.",11.68M,1.12,41.76M
RAYA,Erayak Power Solution Group Inc.,11.64M,0.97,20.32M
VERB,"Verb Technology Company, Inc.",11.59M,0.08,102.00K
FBRX,"Forte Biosciences, Inc.",11.56M,0.32,-
RDHL,RedHill Biopharma Ltd.,11.55M,9.02,6.53M
MEDS,"TRxADE HEALTH, Inc.",11.54M,7.91,7.45M
AKTS,"Akoustis Technologies, Inc.",11.38M,0.10,29.86M
LIDR,"AEye, Inc.",11.37M,1.32,309.00K
OTRK,"Ontrak, Inc.",11.21M,0.23,12.39M
KPRX,"Kiora Pharmaceuticals, Inc.",11.20M,3.77,16.02M
VIRX,"Viracta Therapeutics, Inc.",11.11M,0.28,-
JXJT,JX Luxventure Limited,11.10M,1.83,31.84M
ALPP,"Alpine 4 Holdings, Inc.",11.09M,0.41,104.20M
CHEK,Check-Cap Ltd.,11.06M,1.89,-
IVP,"Inspire Veterinary Partners, Inc.",11.05M,3.05,17.13M
SPI,"SPI Energy Co., Ltd.",11.03M,0.35,209.53M
HTOO,Fusion Fuel Green PLC,10.98M,0.63,4.58M
OMH,Ohmyhome Limited,10.92M,0.48,3.79M
ATHE,Alterity Therapeutics Limited,10.84M,1.30,2.34M
NXTT,Next Technology Holding Inc.,10.81M,1.55,2.63M
JAGX,"Jaguar Health, Inc.",10.81M,1.17,10.19M
STEC,Santech Holdings Limited,10.78M,0.39,260.47M
ARTW,"Art's-Way Manufacturing Co., Inc.",10.75M,2.12,27.42M
KZIA,Kazia Therapeutics Limited,10.73M,0.36,382.00
IKT,"Inhibikase Therapeutics, Inc.",10.67M,1.43,79.57K
YQ,17 Education & Technology Group Inc.,10.55M,2.10,25.92M
ARBB,ARB IOT Group Limited,10.55M,0.40,32.75M
VVPR,VivoPower International PLC,10.43M,2.35,12.24M
MGOL,"MGO Global, Inc.",10.30M,3.95,5.69M
JL,J-Long Group Limited,10.30M,0.33,28.38M
KRKR,36Kr Holdings Inc.,10.29M,0.26,47.97M
DOMH,Dominari Holdings Inc.,10.23M,1.63,9.51M
CTNT,Cheetah Net Supply Chain Service Inc.,10.22M,0.26,17.68M
CARV,"Carver Bancorp, Inc.",10.21M,2.00,28.90M
NXL,"Nexalin Technology, Inc.",10.20M,0.96,150.16K
ELWS,"Earlyworks Co., Ltd",10.19M,3.38,1.14M
INHD,Inno Holdings Inc.,10.18M,0.49,693.57K
EMKR,EMCORE Corporation,10.15M,1.12,90.96M
MTEM,"Molecular Templates, Inc.",10.14M,1.54,25.47M
CDIO,"Cardio Diagnostics Holdings, Inc.",10.11M,0.42,39.14K
PRPO,"Precipio, Inc.",10.08M,6.80,16.72M
SOGP,Sound Group Inc.,10.05M,1.90,306.52M
ERNA,Eterna Therapeutics Inc.,10.01M,1.85,162.00K
MEGL,Magic Empire Global Limited,9.95M,0.49,1.77M
GVH,Globavend Holdings Limited,9.90M,0.68,18.59M
AIHS,Senmiao Technology Limited,9.88M,0.94,5.84M
KDLY,"Kindly MD, Inc.",9.86M,1.66,3.10M
MFI,mF International Limited,9.81M,0.74,4.09M
KITT,"Nauticus Robotics, Inc.",9.76M,2.10,3.62M
GWAV,"Greenwave Technology Solutions, Inc.",9.76M,0.48,33.59M
LEDS,SemiLEDs Corporation,9.72M,1.35,5.31M
WISA,"WiSA Technologies, Inc.",9.61M,1.71,1.79M
ASNS,"Actelis Networks, Inc.",9.57M,1.59,6.02M
AVTX,"Avalo Therapeutics, Inc.",9.51M,9.20,807.00K
