News1,News2,News3,News4,News5
NaN,NaN,NaN,NaN,NaN
ExcelFin and Baird Medical Advance Towards Merger,Baird Medical and ExcelFin Acquisition Corp Announce Effectiveness of Registration Statement,NaN,NaN,NaN
Airship AI Announces Closing of $8.0 Million Public Offering,Airship AI Announces Pricing of $8.0 Million Public Offering Priced At-Market According to Nasdaq Rules,Airship AI selected by DoD for Brand Name Only award,Airship AI Selected by the Department of Defense for Brand Name Only Award of Acropolis Enterprise Video and Data Management Platform,Airship AI Holdings Offers Informal Financial Insights
P3 Health Partners (PIII) Gets a Buy from Lake Street,Lake Street Reaffirms Their Buy Rating on P3 Health Partners (PIII),P3 Health Partners Announces New CFO and Compensation Details,P3 Health Partners names Leif Pederson CFO,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Freightos’ WebCargo platform adopted by Pacific Air Cargo,Freightos Limited (CRGO) Receives a Buy from Oppenheimer,Freightos price target lowered to $3.50 from $4.50 at Oppenheimer,"AMD to acquire ZY Systems, Estee Lauder reports Q4 beat: Morning Buzz",Morning Movers: AMD gains following $4.9B pact to buy ZT Systems
NaN,NaN,NaN,NaN,NaN
Buy Rating Affirmed for PMV Pharmaceuticals: Strong Financials and Promising Drug Candidate Despite Risks,PMV Pharmaceuticals (PMVP) Gets a Buy from Craig-Hallum,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Bet On It: AGA estimates $35B to be wagered throughout NFL season,Bet On It: DraftKings leans into live betting opportunity with Simplebet deal,Nevada reports July statewide gaming win down 6.91% to $1.306B,Bet On It: Missouri sports betting certification process challenged with lawsuit,Craig-Hallum Releases a Hold Rating on GAN (GAN)
"111, Inc. Reports Continued Profitability and Efficiency","111, Inc. reports Q2 EPS (RMB 0.16) vs. (RMB 0.68) last year",NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Crypto Currents: Riot urges change for Bitfarms board,Stronghold Digital Mining Regulation FD Financial Update,Stronghold Digital Mining mines 63 bitcoin in August,Bitfarms addresses ‘misleading claims’ from Riot Platforms,"Crypto Currents: Bitfarms assumes control of Sharon, PA data center"
Forian (FORA) Receives a Buy from Roth MKM,FORA Upcoming Earnings Report: What to Expect?,NaN,NaN,NaN
MDxHealth: A Strong Buy on Robust Growth and Undervaluation,MDxHealth (MDXH) Receives a Buy from Piper Sandler,"MDxHealth reports Q2 EPS ,(42c) consensus (26c)",MDxHealth to Present Second Quarter and First Half 2024 Financial Results and Corporate Update on August 21,NaN
(UPDATED) AlphaVest Acquisition Corp Announces Entering into a Merger Agreement with AMC Corporation,AlphaVest Acquisition Corp Announces Merger with AMC Corporation,AlphaVest Acquisition Corp Announces Entering into a Merger Agreement with AMC Corporation,AlphaVest Acquisition enters merger agreement with AMC Corporation,NaN
NaN,NaN,NaN,NaN,NaN
Fenbo Holdings Invests in AI’s Future Potential,Fenbo Holdings Limited Taps into AI Innovations through Investment in a U.S. AI Focused Fund,Fenbo Holdings makes investment in U.S. AI focused fund,Fenbo Holdings Ltd trading resumes,"Fenbo Holdings Ltd trading halted, volatility trading pause"
Yatra Online Expands with Strategic Acquisition,Yatra entered agreement to caquire 100% of Globe All India Services for $15.15M,Yatra Online Poised for Growth with Strategic Acquisition and Expanding Corporate Travel Market Presence,Optimistic Outlook for Yatra Online Amidst B2C Challenges: Strategic Growth in B2B and MICE Segments,Yatra Online Reports Mixed Quarterly Performance
NaN,NaN,NaN,NaN,NaN
Fanhua announces partnership with Shanghai Biotecan Pharmaceuticals,Fanhua BluePlus Forming Strategic Partnerships with Shanghai Biotecan Pharmaceuticals,Fanhua to Unveil H1 2024 Financial Outlook,NaN,NaN
Universe Pharmaceuticals’ Key Shareholder Meeting,NaN,NaN,NaN,NaN
Genelux Corporation to Present at the H.C. Wainwright Global Investment Conference,Genelux initiated with a Buy at Roth MKM,Maxim Group Sticks to Their Buy Rating for Genelux Corp. (GNLX),"Genelux reports Q2 EPS (22c), consensus (19c)",NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Oncolytics Biotech Engages Investors at Key Conferences,Buy Rating Affirmed for Oncolytics Biotech with Promising Developments in Cancer Therapy Trials,Optimistic Outlook for Oncolytics Biotech with Continued Buy Rating Amidst Promising Trial Results,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Buy Rating for Clearside Biomedical’s CLS-AX Based on Superior Efficacy and Market Adoption Potential,"Clearside Biomedical’s CLS-AX Shows Promise in Phase 2b Trials, Yi Chen Maintains Buy Rating with $5 Price Target",Clearside Biomedical: A Strong Buy on Promising ODYSSEY Trial Outcomes and Market Re-Rating Potential,Optimistic Buy Rating for Clearside Biomedical Amid Promising ODYSSEY Trial Results and Strong Financial Position,Clearside completes final participant visit in CLS-AX trial for wet AMD
Cellectar Biosciences Faces Nasdaq Compliance Issue,"Cellectar Biosciences receives noncompliance notification, to restate financials",Cellectar to Restate Previously Issued Financial Statements – Company Announces Receipt of Expected Delinquency Notification Letter from Nasdaq,Strong Buy Recommendation for Cellectar Biosciences on Positive Phase 2b Results and Solid Financials,Oppenheimer Keeps Their Buy Rating on Cellectar Biosciences (CLRB)
NaN,NaN,NaN,NaN,NaN
Hyperfine management to meet virtually with BTIG,Hyperfine management to meet virtually with Lake Street,Hyperfine participates in a conference call with Lake Street,"Analysts Offer Insights on Healthcare Companies: Enanta Pharmaceuticals (ENTA), Hyperfine (HYPR) and Biogen (BIIB)",Hyperfine price target raised to $1.50 from $1.30 at B. Riley
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Buy Rating Affirmed for Vivani Medical on Strong Potential of NPM-115 Implant for Metabolic Disease Treatment,Vivani Medical reports positive preclinical liver fat results exenatide implant,Innovative Obesity Treatment Promises High Compliance: Buy Recommendation for Vivani Medical,Vivani Medical’s Regular Industry Conference Presentations Update,Vivani Medical reports Q2 EPS (10c) vs. (13c) last year
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Century Casinos: A Buy Rating on Value and Growth Potential Amidst Transitional Challenges,Century Casinos price target lowered to $4 from $5 at Macquarie,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Hennessy Advisors Inc trading resumes,"Hennessy Advisors Inc trading halted, volatility trading pause",NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
"enVVeno Medical appoints Sandy Prietto as VP, marketing",enVVeno provides update on FDA premarket approval application for VenoValve,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Tigo Energy files patent infringement lawsuit against Zhejiang Benyi New Energy,Tigo Energy to Present at the 2024 Gateway Conference on September 5th,NaN,NaN,NaN
Tela Bio price target lowered to $8 from $14 at Lake Street,Optimistic Buy Rating for TELA Bio Amidst Recovery and Strong Growth Prospects,Tela Bio price target lowered to $12 from $14 at Canaccord,TELA Bio (TELA) Receives a Buy from Piper Sandler,Tela Bio price target lowered to $8 from $10 at Piper Sandler
Metal Sky Star Acquisition Corporation Announces Receipt of Notice from Nasdaq Regarding Delayed Filings and Failure to Close One Or More Business Combinations,NaN,NaN,NaN,NaN
Alliance Entertainment to Host Fourth Quarter and Fiscal Year 2024 Results Conference Call on September 19 at 4:30 p.m. Eastern Time,NaN,NaN,NaN,NaN
Electrovaya management to meet virtually with Craig-Hallum,Electrovaya management to meet virtually with Roth MKM,Electrovaya price target lowered to $5 from $7 at Seaport Research,Buy Rating Affirmed for Electrovaya Amid Revenue Diversification and Margin Improvement Prospects,"Electrovaya Optimistic Despite Delays, Advances Growth"
NaN,NaN,NaN,NaN,NaN
United Bancorp raises quarterly dividend to 17.75c per share,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
"Is PDEX a Buy, Before Earnings?",Pro-Dex Executives Awarded Bonuses for Strong Fiscal Performance,NaN,NaN,NaN
Truist healthcare analyst holds an analyst/industry conference call,Buy Rating Affirmed for Marinus Pharmaceuticals on Strong Ztalmy Sales and Promising Pipeline Developments,Cautious Optimism Amidst Clinical Uncertainties: A Hold Rating for Marinus Pharmaceuticals,Oppenheimer Keeps Their Hold Rating on Marinus (MRNS),Ladenburg downgrades Marinus on balance sheet concerns
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Cheche Group Expands Into NEV Sector with JI YUE,Cheche Technology announces partnership with NEV company JI YUE,Cheche Group Shows Resilience in Q2 2024 Financials,Cheche Group Reports Second Quarter 2024 Unaudited Financial Results,Cheche Group Expands NEV Insurance Offerings
NaN,NaN,NaN,NaN,NaN
Eltek Secures $3.5 Million in Defense Orders,Eltek receives purchase orders for $3.5M,Eltek Corrects Bonus Terms in Shareholder Agreement,Eltek Ltd. Reports 2024 Second Quarter Financial Results,Eltek reports Q2 GAAP EPS 11c vs. 22c last year
"Fortune Rise Acquisition Extends Timeline, Boosts Trust Funds",NaN,NaN,NaN,NaN
Wrap Technologies Receives Nasdaq Notification of Non-Compliance with Listing Rule 5250(c)(1),Wrap Technologies receives Nasdaq notification of non-compliance,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
"Precision BioSciences Secures Funds, Bolsters Oncology Partnership",Buy Rating on Precision BioSciences Highlighted by Promising Gene Editing Pipeline and Potential Hepatitis B Cure,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Celularity to Present at H.C. Wainwright’s 26th Annual Global Investment Conference,Celularity Inc. Announces Receipt of Nasdaq Notice Regarding Late Form 10-Q Filing,Celularity receives noncompliance notification from Nasdaq,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Siebert Financial reports Q2 operating income $5.6M vs. $4.7M last year,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Heritage Global: Resilient Growth and Undervaluation Signal a Strong Buy,Heritage Global price target lowered to $3.50 from $4 at Craig-Hallum,Craig-Hallum Remains a Buy on Heritage Global (HGBL),NaN,NaN
Craig-Hallum Sticks to Their Buy Rating for Red Robin Gourmet (RRGB),Powell says ‘time has come’ for Fed to cut: Morning Buzz,Red Robin price target lowered to $10 from $16 at Benchmark,"Morning Movers: Workday, Cava rise after earnings",Red Robin price target lowered to $16 from $17 at Lake Street
NaN,NaN,NaN,NaN,NaN
Largest borrow rate increases among liquid names,Sonder Holdings Announces COO Deeksha Hebbar’s Resignation,Sonder Holdings Struggles with SEC Reporting Compliance,Sonder Holdings receives notification of deficiency from Nasdaq,Sonder Holdings Inc. Receives Notification of Deficiency from Nasdaq Related to Delayed Filing of Quarterly Report on Form 10-Q
NaN,NaN,NaN,NaN,NaN
Pono Capital Two Inc trading resumes,"Pono Capital Two Inc trading halted, volatility trading pause",Pono Capital Two Secures Share Deal for SBC Merger,NaN,NaN
"Globalink Investment Inc. Announces Extension of the Deadline to Complete a Business Combination to October 9, 2024","Globalink Investment Inc. Announces Extension of the Deadline to Complete a Business Combination to September 9, 2024",NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
"Clover Leaf Capital Corp. Announces Postponement of Special Meeting of Stockholders Date to September 17, 2024","Clover Leaf Capital Corp. Announces Postponement of Special Meeting of Stockholders Date to September 5, 2024","Clover Leaf Capital Corp. Announces Postponement of Special Meeting of Stockholders Date to August 27, 2024","Clover Leaf Capital Corp. Announces Postponement of Special Meeting of Stockholders Date to August 22, 2024",NaN
Healthcare AI Acquisition Corp. Announces Strategic Merger,Healthcare AI Acquisition Corp trading resumes,Healthcare AI Acquisition signs merger agreement with Leading Group Ltd.,"Leading Group, an Insurance Channel Specialist in China, to be Publicly Listed through a Merger with Healthcare AI Acquisition Corp. (NASDAQ: HAIA)","Healthcare AI Acquisition Corp trading halted, news pending"
The9 Announces Lucrative Gaming Joint Venture,"The9, Huanyu establish joint venture to operate new MIR game",NaN,NaN,NaN
GSI Technology Updates Executive Plan and Elects Directors,"GSI Technology to Participate Virtually In the 5th Annual Needham Semiconductor & SemiCap 1×1 Conference on August 21, 2024",NaN,NaN,NaN
"Auburn National Bancorporation, Inc. Declares Quarterly Dividend",NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
"3 Penny Stocks to Watch Now, 8/29/24","Bronfman drops Paramount bid, Apple names new CFO: Morning Buzz","Voxx jumps after Gentex buys shares at $5, offers buyout","Gentex raises stake in Voxx, submitted proposal to acquire all shares","Voxx announces exploration of strategic alternatives, including sale of company"
Fossil Group Announces Executive Shakeup and New CEO Compensation,Fossil appoints Franco Fogliato as CEO,"Fossil Group, Inc. Appoints Brand Veteran Franco Fogliato as CEO",NaN,NaN
NaN,NaN,NaN,NaN,NaN
Evercore ISI Keeps Their Buy Rating on Vor Biopharma (VOR),Vor Biopharma’s Promising Clinical Trials and Strategic Developments Merit a Buy Rating,Vor Biopharma: Promising Clinical Data and Strategic Advancements Support Buy Rating,Vor Bio announces new clinical data from VBP101 study,Vor Biopharma (VOR) Receives a Buy from Barclays
Sono-Tek to Present at August 20th Virtual Investor Summit Microcap Event,Sono-Tek announces additional $2.95M order from clean energy customer,Sono-Tek Announces Additional $2.95 Million Order from Specialty Clean Energy Customer,NaN,NaN
Quantum Computing receives noncompliance notice from Nasdaq,Quantum Computing (QUBT) Q2 Earnings Cheat Sheet,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Buy Rating Affirmed for U.S. GoldMining Inc. Amidst Operational Progress and Expansion Potential at Whistler Project,U.S. GoldMining Reports Progress on Alaskan Project,NaN,NaN,NaN
Curiosity to launch Curiosity University on Prime Video,CuriosityStream (CURI) Receives a Hold from Barrington,"Analysts Offer Insights on Communication Services Companies: CuriosityStream (CURI), IHS Holding (IHS) and Madison Square Garden Sports (MSGS)","CuriosityStream sees Q3 revenue $12M-$14M, two estimates $16.24M","CuriosityStream reports Q2 EPS (4c), two estimates (5c)"
Hookipa Pharma Announces Board Restructuring and Appointments,HOOKIPA Pharma Announces Board of Directors Changes,HOOKIPA Pharma to Participate in the H.C. Wainwright 26th Annual Global Investment Conference,"Analysts Offer Insights on Healthcare Companies: Trevi Therapeutics (TRVI), Replimune Group (REPL) and Hookipa Pharma (HOOK)",NaN
Buy Rating Justified by Promising Clinical Data and Solid Progress in Affimed’s Drug Developments,Affimed N.V. Faces Substantial Mid-Year Losses,Affimed reports Q2 EPS (EUR1.01) vs. (EUR1.97) last year,Affimed Appoints Shawn M. Leland as Chief Executive Officer,Affimed appoints Shawn Leland as Chief Executive Officer
BEN to Present at Upcoming Investor Conference,BEN contracts with IntelliTek to broaden AI healthcare,BEN Contracts with INTERVENT® and Members Only Health® to Elevate Professional Development and Healthcare Access with AI,Brand Engagement Network appoints Richard Isaacs to board of directors,"BEN Welcomes Former Permanente CEO and Healthcare Leader, Richard S. Isaacs, to Board of Directors"
"PetMed Express, Inc. to Participate in the Morgan Stanley 22nd Annual Global Healthcare Conference",NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
U-BX Technology Unveils New Equity Incentive Plan,U-BX Technology Ltd trading resumes,"U-BX Technology Ltd trading halted, volatility trading pause",U-BX Technology Announces Accountant Change,NaN
