Shares Number,Volume,Net Income,Dividends,Employee Amount,Previous Close,Analysts,Price Target,Earnings Date,Symbol,Market Cap,Stock Price,Revenue,MA20,MA50,MA200,20-Day Percent Change,100-Day Percent Change,News1,News2,News3,News4,News5,P/E Ratio,Dividend Yield (%),Market Cap to Revenue Ratio,Earnings Per Share (EPS),Revenue Per Employee,Target Price Difference (%)
,"317,867",,0.04,41.0,2.43,Buy,4.3,"Jul 31, 2024",DERM,,4.83,,9.15%,1.69%,13.88%,-7.21%,+39.95%,Journey Medical initiated with a Buy at Lake Street,Journey Medical Corporation to Present at the H.C. Wainwright 26th Annual Global Investment Conference,Journey Medical initiated with a Buy at Rodman & Renshaw,Roth MKM Issues a Buy Rating on Journey Medical Corp (DERM),Closing Bell Movers: Rumble jumps 8% on earnings,,0.8281573498964804,,,,-10.973084886128369
,,,,2530.0,,,,,GOCO,,9.93,,-17.78%,-24.60%,-30.42%,-37.73%,-22.34%,GoHealth Subsidiary to Acquire Major e-TeleQuote Stake,"GoHealth Acquiring e-TeleQuote, Strengthening Position as Leading Medicare Insurance Marketplace",GoHealth entered agreement to acquire e-TeleQuote Insurance,GoHealth Announces Participation at the H.C. Wainwright 26th Annual Global Investment Conference,"GoHealth to Present and Host 1×1 Investor Meetings at the 15th Annual Midwest IDEAS Investor Conference on August 28th in Chicago, IL",,,,,,
,"478,613",,,,1.28,Strong Buy,3.35,"Aug 7, 2024",THCP,,10.49,,-0.19%,-0.58%,1.63%,-1.13%,+2.64%,,,,,,,,,,,-68.0648236415634
,"854,920",,,40.0,1.53,,,"Sep 6, 2024",VTGN,,3.67,,3.34%,0.79%,-17.60%,+2.62%,-30.16%,Buy Rating Affirmed on VistaGen Therapeutics Amid Strong Financials and Promising Clinical Trials,"Vistagen reports Q1 EPS (35c), two estimates (40c)",,,,,,,,,
,"1,683",,,765.0,10.85,,,,CPHC,,19.81,,-3.19%,-6.00%,-7.05%,-6.37%,-5.05%,,,,,,,,,,,
,,,,19.0,,,,,XHG,,0.88,,-17.14%,-11.19%,-31.37%,-15.89%,+40.63%,XChange TEC.INC Charts New Course in Insurance Tech,XChange TEC.INC Regains Nasdaq Compliance,,,,,,,,,
,"35,005",,,73.0,6.92,Strong Buy,12.0,"Aug 9, 2024",VSTM,,2.46,,2.53%,-12.93%,-68.96%,-6.54%,-78.76%,Outperform Rating and $7 Target for Verastem Amidst LGSOC Treatment Potential and Stock Valuation Opportunity,Buy Rating Affirmed for Verastem: Financial Stability and Promising Drug Pipeline Fuel Optimism,Verastem price target lowered to $7 from $17.50 at H.C. Wainwright,,,,,,,,387.8048780487805
,"3,471",,0.76,291.0,47.34,,,"Jul 29, 2024",OPOF,,19.5,,0.44%,12.37%,14.06%,+5.32%,+13.50%,Old Point Financial Corporation Announces Quarterly Dividend,,,,,,3.897435897435898,,,,
,"1,363,026",,,,1.01,Strong Buy,9.5,"Aug 14, 2024",TVGN,,0.58,,-17.10%,-25.83%,-89.37%,-24.53%,-83.46%,Tevogen Bio Holdings Announces Key Financial and Governance Moves,Tevogen Bio Secures $6 Million Series C Preferred Stock Investment,Tevogen secures $6M Series C Preferred Stock Investment,"CORRECTION – Tevogen Bio Reports Second Quarter 2024 Financial Results, Eliminates Doubt About Company’s Ability to Continue as a Going Concern, Eliminates Series B Preferred Shares","Tevogen Bio Reports Second Quarter 2024 Financial Results, Eliminates Doubt About Company’s Ability to Continue as a Going Concern, Eliminates Series B Preferred Shares",,,,,,1537.9310344827586
,"62,951",,,1029.0,3.22,Strong Buy,15.5,"Aug 14, 2024",QSG,,1.75,,1.48%,1.91%,-32.84%,+4.60%,-52.60%,QuantaSing Group Limited Filed Fiscal Year 2024 Annual Report on Form 20-F,QuantaSing Group files FY24 annual report on Form 20-F,QuantaSing Reports Robust Growth in 2024,"QuantaSing to Report Fourth Fiscal Quarter and Full Fiscal Year 2024 Financial Results on August 28, 2024",,,,,,,785.7142857142857
,"1,144,520",,,147.0,2.82,Strong Buy,12.0,"Aug 14, 2024",SEER,,1.61,,-1.06%,-2.37%,-4.32%,-15.66%,-2.91%,Seer to Participate in the Morgan Stanley 22nd Annual Global Healthcare Conference,"Seer, Inc. Appoints Dr. Nicolas Roelofs to Board of Directors",Seer Appoints Nicolas Roelofs to its Board of Directors,Seer price target lowered to $3 from $7 at Morgan Stanley,,,,,,,645.3416149068323
,"318,797",,,126.0,1.04,Strong Buy,2.67,"Aug 8, 2024",IVAC,,3.67,,-3.11%,-6.12%,-9.18%,-8.29%,-7.09%,Intevac Board Expansion Welcomes New Member Eiji Miyanaga,,,,,,,,,,-27.247956403269757
,"460,065",,,,1.76,,,"Aug 26, 2024",IXAQ,,11.49,,0.26%,0.69%,4.15%,+0.09%,+3.71%,,,,,,,,,,,
,"1,908",,,109.0,3.64,,,"Sep 3, 2024",GAIA,,4.2,,5.86%,-0.92%,24.98%,-7.71%,+30.00%,Gaia Announces September Conference Schedule,Gaia to Present at the 2024 Gateway Conference on September 4th,,,,,,,,,
,"89,004",,,226.0,3.57,,,,RVSB,,4.66,,1.63%,8.33%,-4.74%,+1.30%,-0.21%,Riverview Bancorp Executives Present at Upcoming Conferences,,,,,,,,,,
,,,,,,,,,TBMC,,10.89,,0.28%,0.57%,2.96%,+0.32%,+3.36%,,,,,,,,,,,
,"640,559",,,220.0,1.88,Buy,6.0,"Aug 14, 2024",IMAB,,1.22,,7.21%,-11.34%,-24.81%,-15.83%,-36.07%,I-MAB Engages Interim CEO in Strategic Agreement,I-Mab Highlights Pipeline Success and Strong Finances,"I-Mab Reports 1H 2024 Financial Results, Pipeline Progress, and Business Updates",,,,,,,,391.8032786885246
,"212,594",,,24.0,1.07,Strong Buy,1.48,"Aug 8, 2024",ZTEK,,0.95,,-0.52%,-5.54%,-17.28%,-3.07%,-17.70%,Zentek Ltd. Convenes Shareholder Meeting for 2024,Zentek Ltd. Secures Funding Through Private Placement,Zentek Secures Over $3M for Market Expansion,Zentek announces normal course issuer bid,Zentek Expands Private Placement to Raise $3.07M,,,,,,55.789473684210535
,"147,360",,,,3.69,Buy,10.0,"Aug 5, 2024",BOWN,,10.67,,0.32%,0.77%,2.59%,+0.85%,+2.90%,,,,,,,,,,,-6.279287722586691
,"599,136",,,174.0,3.69,,,"Sep 3, 2024",PBHC,,16.0,,-0.96%,7.54%,17.28%,-1.02%,+30.13%,,,,,,,,,,,
,"302,634",,0.25,1300.0,5.41,,,"Aug 13, 2024",SHIM,,2.9,,-10.78%,12.17%,-32.85%,-19.02%,-31.43%,Shimmick price target lowered to $3 from $4 at Craig-Hallum,Morning Movers: MSG Entertainment rises following quarterly release,Closing Bell Movers: H&R Block jumps 10% after earnings beat,Shimmick comments on Legacy Projects and backlog begun with AECOM,Shimmick reports Q2 EPS ($1.60) vs. (31c) last year,,8.620689655172415,,,,
,"33,351",,,47.0,11.54,,,,MIST,,1.47,,5.45%,3.62%,-16.78%,+0.69%,-19.44%,Milestone Partner Ji Xing Pharmaceuticals Ltd Announces Positive Topline Results from the Phase 3 Study of Etripamil in PSVT in China,Milestone Pharmaceuticals Welcomes New Directors and Auditor,Milestone Pharmaceuticals appoints Joseph Papa to board of directors,Milestone Pharmaceuticals Appoints Industry Veteran Joseph Papa to its Board of Directors,Milestone Pharmaceuticals: A Buy Rating on CARDAMYST’s Market Potential and FDA Progress,,,,,,
,,,,176.0,,,,,CASI,,6.45,,-1.30%,10.57%,30.95%,-12.00%,+99.38%,Casi Pharmaceuticals files to sell 3M ordinary shares for holders,"CASI Pharmaceuticals Shifts Focus, Garners Investment",Morning Movers: MSG Entertainment rises following quarterly release,Casi Pharmaceuticals reports Q2 EPS (52c) vs. (77c) last year,,,,,,,
,"371,765",,,178.0,3.385,Hold,4.5,"Aug 29, 2024",XTKG,,0.35,,-26.16%,-37.71%,-60.52%,-25.04%,-55.79%,,,,,,,,,,,1185.714285714286
,"3,497",,0.48,1456.0,27.38,,,"Sep 3, 2024",CBAT,,1.07,,-6.99%,-17.90%,-9.32%,-17.13%,+7.00%,,,,,,,44.85981308411214,,,,
,"127,662",,,270.0,4.54,Strong Buy,9.0,"Aug 8, 2024",INCR,,2.11,,6.38%,-1.74%,5.13%,+3.20%,-11.20%,Rising High: SNDL announces successful bid to acquire Indiva,InterCure announces expansion of partnership with Cookies to Germany,,,,,,,,,326.5402843601896
,"27,576",,,688.0,9.11,Strong Buy,12.0,"Sep 5, 2024",BRID,,10.57,,10.96%,9.22%,2.48%,+31.52%,+14.88%,,,,,,,,,,,13.528855250709551
,"1,492,827",,,274.0,0.7,Buy,3.85,"Aug 7, 2024",SATL,,1.05,,-1.72%,-6.79%,-26.23%,-2.94%,-36.13%,"Satellogic Appoints New Director, Bids Farewell to Another",Satellogic Inc. Reveals First Half 2024 Financials,,,,,,,,,266.66666666666663
,"19,239",,0.8,9.0,13.24,Hold,,"Jul 10, 2024",PFX,,47.25,,-0.61%,1.01%,11.65%,unch,+5.52%,,,,,,,1.6931216931216932,,,,
,"4,090",,0.4,1076.0,26.71,,,"Oct 17, 2024",ZENV,,1.84,,1.67%,-14.83%,-6.49%,-10.53%,-22.02%,Zenvia Inc. Complies with SEC’s September Filing,Zenvia Inc. Reports Mid-Year Financial Performance,Zenvia Inc. Soars with Robust Q2 2024 Earnings,Zenvia Reports Revenue and Profit Growth,Maintaining Hold on Zenvia: Weighing Operational Success Against Financial Uncertainties,,21.73913043478261,,,,
,"612,513",,,841.0,6.16,,,"Aug 12, 2024",GIFI,,5.75,,1.49%,-3.63%,3.32%,-6.73%,-19.50%,,,,,,,,,,,
,"19,749",,0.57,1718.0,14.8,,,"Jul 23, 2024",CMTL,,3.33,,0.01%,-0.66%,-39.45%,-3.40%,+19.01%,Comtech relocates headquarters to Arizona,,,,,,17.117117117117115,,,,
,"409,875",,,161.0,1.77,Strong Buy,10.33,"Aug 8, 2024",PROV,,13.79,,3.19%,6.07%,5.14%,+6.47%,+4.04%,,,,,,,,,,,-25.09064539521392
,,,,405.0,,,,,ASYS,,6.67,,7.69%,6.34%,18.81%,+14.46%,+25.86%,,,,,,,,,,,
,,,,122.0,,,,,CTMX,,1.21,,-3.64%,-8.87%,-30.02%,-15.94%,-43.69%,Analysts Offer Insights on Healthcare Companies: BioCardia (BCDA) and CytomX Therapeutics (CTMX),CytomX Therapeutics (CTMX) Gets a Buy from Wedbush,,,,,,,,,
,,,,237.0,,,,,RMTI,,3.04,,30.20%,48.57%,76.89%,+65.57%,+83.64%,Buy Rating Justified by Rockwell Medical’s Growth Prospects and Strategic Partnerships,Rockwell Medical signs distribution agreement with Nipro Medical,Rockwell Med Secures Buy Rating on Strong Financials and Strategic Growth Prospects,Maxim Group Reaffirms Their Buy Rating on Rockwell Med (RMTI),,,,,,,
,,,,,,,,,AFJK,,10.44,,0.39%,0.80%,1.64%,+0.77%,+2.66%,,,,,,,,,,,
,,,,,,,,,GSIW,,7.39,,2.57%,3.28%,-14.13%,+0.42%,+4.53%,,,,,,,,,,,
,"2,587,238",,,833.0,1.47,Strong Buy,23.54,"Aug 14, 2024",SGA,,15.04,,-2.05%,-2.53%,-24.51%,-2.58%,-32.89%,"Analysts Have Conflicting Sentiments on These Communication Services Companies: Saga Communications (SGA), Yelp (YELP) and Liberty Broadband (LBRDA)",Noble Financial Remains a Buy on Saga Communications (SGA),,,,,,,,,56.51595744680852
,"22,239",,,671.0,3.76,,,"Aug 13, 2024",BCOV,,2.09,,7.62%,1.95%,5.90%,-5.04%,+22.83%,Brightcove management to meet virtually with Lake Street,,,,,,,,,,
,"19,440",,1.44,60.0,25.1,,,"Oct 16, 2024",SKYX,,0.92,,-9.27%,-9.40%,-27.64%,-22.16%,-21.43%,"Analysts’ Top Industrial Goods Picks: Lennox International (LII), SQL Technologies (SKYX)","SKYX to Collaborate with EGLO, European World Leading Design and Manufacturer of Decorative Lighting and Ceiling Fans",SKYX Platforms to collaborate with EGLO,Buy Rating Justified: SQL Technologies’ Strong Growth and Strategic Partnerships,SKYX Reports Record Second Quarter Sales of $21.4 Million Compared to $15.0 Million for Second Quarter 2023 as it Continues to Grow its Market Penetration in the U.S and Canada of its Advanced and Smart Platform Products,,156.52173913043475,,,,
,"1,728",,,65.0,11.04,,,,SRBK,,9.87,,0.97%,3.53%,4.90%,+0.61%,+5.11%,,,,,,,,,,,
,,,,10.0,,,,,SGMT,,2.94,,3.99%,-6.63%,-39.32%,-12.80%,-44.82%,"Analysts Offer Insights on Healthcare Companies: Liquidia Technologies (LQDA) and Sagimet Biosciences, Inc. Class A (SGMT)",SGMT Earnings this Week: How Will it Perform?,Buy Rating Affirmed for Sagimet Biosciences on Robust Denifanstat Prospects and Strategic Advancements,Sagimet Biosciences files $300M mixed securities shelf,Buy Rating Backed by Positive Phase 2b Results and Potential for MASH Backbone Therapy,,,,,,
,"65,168",,,11.0,4.99,,,"Sep 6, 2024",SSSS,,4.01,,1.45%,-0.46%,-2.41%,-1.52%,-5.11%,,,,,,,,,,,
,"104,280",,,,2.29,Buy,5.25,"Aug 12, 2024",EVGR,,11.61,,0.08%,0.61%,3.09%,+0.09%,+2.75%,Evergreen Corporation and Forekast Limited Announce Definitive Business Combination Agreement,,,,,,,,,,-54.78036175710594
,"1,476",,,70.0,10.8,,,,BSBK,,7.35,,0.17%,2.74%,0.37%,+2.80%,+7.30%,,,,,,,,,,,
,,,,,,,,,GLAC,,10.42,,0.20%,0.67%,1.72%,+0.68%,+2.56%,,,,,,,,,,,
,"100,894",,,1619.0,8.59,Hold,13.0,"Aug 8, 2024",AERT,,2.12,,-4.93%,3.24%,1.45%,-18.41%,-14.85%,Aeries Technology announces hub in Guadalajara’s La Colonia Americana,Aeries Establishes New Hub in Guadalajara’s La Colonia Americana to Support Growing Nearshore Demand,Aeries Technology to Present at the H.C. Wainwright 26th Annual Global Investment Conference,Aeries Technology selectd by Diligent to establish customer success center,,,,,,,513.2075471698112
,"20,022",,,8.0,10.06,,,,COYA,,6.14,,-1.33%,-9.14%,-20.52%,-12.24%,-37.03%,"Coya Therapeutics CEO Howard Berman to leave role, Arun Swaminathan to succeed","Coya Therapeutics reports Q2 EPS (19c), consensus (31c)",,,,,,,,,
,,,,,,,,,AMLI,,0.42,,-3.45%,-19.55%,-48.02%,-13.47%,-45.92%,American Lithium’s Falchani Project Valuation Soars,"American Lithium Undergoes CEO Change, Seeks Nasdaq Extension",American Lithium Announces Management Changes and Applies to Nasdaq for Extension to Minimum Price Requirement,,,,,,,,
,"14,725",,,270.0,17.25,,,"Sep 26, 2024",FNWB,,10.64,,5.49%,8.57%,-15.60%,+7.93%,-27.88%,,,,,,,,,,,
,"304,366",,,62.0,2.39,Strong Buy,10.5,"Aug 8, 2024",IFRX,,1.58,,13.35%,6.41%,6.86%,+7.33%,+3.87%,InflaRx presents new preclinical findings for INF904,InflaRx Presents New Preclinical Findings for INF904 at the 19th European Meeting on Complement in Human Diseases,InflaRx Announces Participation in September Investor Events,InflaRx Buy Rating Backed by Promising Drug Prospects and Financial Stability,"Analysts Offer Insights on Healthcare Companies: Legend Biotech (LEGN), Krystal Biotech (KRYS) and InflaRx (IFRX)",,,,,,564.5569620253165
,"2,264",,0.84,,20.05,,,"Aug 5, 2024",QETA,,10.37,,0.22%,0.29%,1.28%,-0.10%,+2.37%,,,,,,,8.100289296046288,,,,
,"100,589",,,65.0,2.36,,,,ASMB,,14.61,,15.05%,12.83%,29.97%,+14.62%,+21.57%,Eleven option delistings on August 19th,H.C. Wainwright Remains a Hold on Assembly Biosciences (ASMB),,,,,,,,,
,,,,90.0,,,,,HLVX,,1.94,,9.22%,-62.52%,-84.44%,+4.37%,-86.85%,"HilleVax, Inc.: Prudent Cost Management Amidst Trial Setbacks – Hold Rating Justified","HilleVax, Inc: Hold Rating Amid Vaccine Efficacy Concerns and Financial Uncertainty",,,,,,,,,
,"217,281",,,819.0,1.45,Strong Buy,5.0,"Aug 6, 2024",PPIH,,11.5,,16.36%,17.02%,27.76%,+10.64%,+29.95%,Perma-Pipe International awarded two MENA region projects valued over $46M,,,,,,,,,,-56.52173913043478
,"4,352",,,,10.85,,,,DYCQ,,10.29,,0.41%,0.75%,0.88%,+0.68%,,DT Cloud Acquisition Corp. Eyes Strategic Business Combination,DT Cloud Acquisition Corporation Signs Letter of Intent for a Business Combination,,,,,,,,,
,,,,,,,,,SUNS,,13.28,,14.73%,15.25%,15.25%,+14.58%,,Sunrise Realty Trust reports Q2 EPS 22c,"Sunrise Realty Trust, Inc. Provides Quarterly Business Update and Declares Dividends for Third and Fourth Quarters of 2024",,,,,,,,,
,"57,918",,,2377.0,3.1,Hold,5.5,"Aug 8, 2024",TDUP,,0.82,,-22.33%,-46.65%,-57.76%,-62.87%,-56.44%,,,,,,,,,,,570.7317073170732
,"12,808",,,69.0,14.69,,,"Sep 4, 2024",CDTX,,12.98,,4.29%,6.40%,-6.35%,-1.15%,-44.14%,Cidara Therapeutics Announces Appointment of Jim Beitel as Chief Business Officer,Cidara Therapeutics names Jim Beitel CBO,Cidara Therapeutics upgraded to Buy from Neutral at H.C. Wainwright,Cidara Therapeutics: A Strong Buy on Promising Trials and Strategic Milestones,Cidara Therapeutics Provides Corporate Update and Reports Second Quarter 2024 Financial Results,,,,,,
,"46,555",,,65.0,2.99,Buy,,"Sep 3, 2024",BCAB,,1.89,,6.58%,11.12%,-17.18%,-1.10%,-52.89%,Burry of ‘The Big Short’ fame makes Chinese internet companies his top bets,Buy Rating for BioAtla: Promising Pipeline and Strategic Partnerships Fuel Optimistic Outlook,Reni Benjamin’s Buy Rating for BioAtla: Strong Pipeline and Financial Health Signal Upside Potential,,,,,,,,
,"17,256",,0.64,18.0,16.9,,,"Sep 6, 2024",BNTC,,9.05,,6.62%,8.47%,58.77%,+4.52%,+61.76%,Benitec Biopharma Shareholders Approve Key Proposals,,,,,,7.071823204419888,,,,
,"14,871",,0.12,338.0,11.75,Buy,14.0,"Oct 16, 2024",KVHI,,4.62,,0.60%,-0.70%,-6.83%,+0.22%,-11.86%,,,,,,,2.5974025974025974,,,,203.03030303030297
,"159,370",,,,21.63,Strong Buy,45.0,"Aug 8, 2024",BKHA,,10.19,,0.24%,0.46%,0.46%,+0.54%,,,,,,,,,,,,341.6094210009814
,"56,979,066",,,,1.38,,,"May 15, 2024",CITE,,11.36,,-0.10%,1.10%,4.36%,+1.97%,+5.47%,,,,,,,,,,,
,"65,166",,0.16,,8.6,,,"Aug 28, 2024",ACAB,,11.06,,0.31%,0.39%,3.97%,+0.37%,+3.88%,Atlantic Coastal’s Strategic Amendments and Equity Moves,Atlantic Coastal Acquisition’s Strategic Equity Sales and Partnerships,,,,,1.4466546112115732,,,,
,"1,543",,0.6,105.0,17.37,Strong Buy,21.0,"Jul 31, 2024",DBVT,,0.92,,-5.45%,-2.43%,-36.69%,-10.12%,-43.44%,DBV Technologies to Participate in the H.C. Wainwright 26th Annual Global Investment Conference,,,,,,65.21739130434781,,,,2182.6086956521735
,"269,594",,,,3.44,,,"Aug 14, 2024",TMTC,,11.09,,0.13%,0.97%,4.42%,+0.31%,+5.07%,,,,,,,,,,,
,"5,235",,,29.0,11.51,,,,EPRX,,2.67,,3.94%,4.49%,-18.11%,-4.91%,-13.98%,Eupraxia Pharma Showcases Innovation at Global Conference,,,,,,,,,,
,,,,378.0,,,,,SND,,2.1,,6.16%,2.37%,4.53%,+3.37%,-1.38%,"Smart Sand reports Q EPS (1c), two estimates (1c)","Smart Sand, Inc. Announces Second Quarter 2024 Results","SND Earnings Report this Week: Is It a Buy, Ahead of Earnings?",,,,,,,,
,"166,420",,,173.0,0.689,,,"Aug 29, 2024",RBKB,,8.35,,-3.35%,-1.19%,3.19%,-6.43%,+1.27%,,,,,,,,,,,
,"29,406",,1.4,140.0,10.45,,,"Aug 1, 2024",RANI,,3.07,,22.66%,2.36%,-11.59%,+6.38%,-18.63%,Rani Therapeutics to Participate in September Investor Conferences,"Analysts Offer Insights on Healthcare Companies: Hoth Therapeutics (HOTH), Rewalk Robotics (LFWD) and Rani Therapeutics Holdings (RANI)",Buy Rating Maintained for Rani Therapeutics: A Financial and Risk Analysis Amidst Recent Equity Financing,Rani Therapeutics price target lowered to $9 from $13 at H.C. Wainwright,"Analysts Conflicted on These Healthcare Names: Merus (MRUS), Staar Surgical (STAA) and Rani Therapeutics Holdings (RANI)",,45.60260586319218,,,,
,,,,,,,,,IROH,,10.14,,0.05%,0.38%,0.79%,+0.30%,+1.20%,,,,,,,,,,,
,"86,031",,,344.0,1.64,Strong Buy,11.0,"Aug 13, 2024",LUNA,,2.59,,-8.87%,-17.73%,-47.62%,-21.33%,-19.18%,Luna Innovations Struggles with Nasdaq Compliance and Delisting Risk,Luna Innovations receives noncompliance notice from Nasdaq,,,,,,,,,324.7104247104248
,"129,177",,,9.0,6.58,Strong Buy,10.0,"Aug 8, 2024",MFH,,1.48,,-9.13%,-12.60%,-15.57%,-24.61%,+14.75%,,,,,,,,,,,575.6756756756756
,"68,812",,,,2.35,Strong Buy,3.7,"Aug 7, 2024",ONYX,,11.27,,0.25%,0.64%,3.47%,+0.27%,+3.58%,,,,,,,,,,,-67.16947648624667
,"72,205",,,505.0,3.79,Buy,8.4,"Aug 7, 2024",FFIE,,7.23,,-14.65%,-47.44%,-65.46%,-55.36%,+99.30%,Faraday Future Secures $30M to Boost Global EV Expansion,Morning Movers: Broadcom sinks after earnings,Faraday Future receives noncompliance notification from Nasdaq,Unusually active option classes on open August 26th,Faraday Future Intelligent Electric call volume above normal and directionally bullish,,,,,,16.182572614107883
,"74,421",,1.36,7390.0,8.04,,,"Aug 1, 2024",FAT,,5.26,,-1.33%,0.93%,-19.09%,-1.90%,-31.33%,Fat Brands’ wing concepts gear up for football season with new menu items,FAT Brands’ Wing Concepts Gear up for Fall and Football Season with New Menu Items,Fazoli’s Expands Georgia Presence with Latest Opening in Newnan,"Fazoli’s opens new location in Newnan, Georgia","FAT Brands appoints Ammy Harrison as SVP, non-traditional development",,25.855513307984797,,,,
,"3,456",,,7390.0,11.24,,,,FATBB,,5.25,,,0.93%,-19.09%,-2.91%,-25.93%,Fat Brands’ wing concepts gear up for football season with new menu items,FAT Brands’ Wing Concepts Gear up for Fall and Football Season with New Menu Items,Fazoli’s Expands Georgia Presence with Latest Opening in Newnan,"Fazoli’s opens new location in Newnan, Georgia","FAT Brands appoints Ammy Harrison as SVP, non-traditional development",,,,,,
,,,,,,,,,FSHP,,10.0,,-0.09%,-0.09%,-0.09%,,,,,,,,,,,,,
,"1,741,835",,,22.0,0.595,Strong Buy,5.0,"Aug 12, 2024",AUID,,8.1,,-5.23%,-12.07%,-7.27%,-15.09%,-4.99%,,,,,,,,,,,-38.2716049382716
,"457,275",,,7.0,1.1,Buy,2.61,"Aug 8, 2024",NEOV,,2.66,,-5.05%,-2.73%,27.27%,-1.86%,+26.32%,NeoVolta secures $5M line of credit,"NeoVolta Secures $5 Million Line of Credit, Strengthens Financial Position",,,,,,,,,-1.8796992481203108
,"3,527",,1.16,49.0,31.3,,,"Jul 26, 2024",TIL,,13.55,,11.67%,14.02%,24.68%,+3.86%,+13.35%,Instil Bio price target raised to $25 from $18 at H.C. Wainwright,Instil Bio’s Strategic Licensing and Financial Stability Underpin Buy Rating,Instil Bio Presents Latest Updates with Investor Disclaimer,"Instil Bio reports Q2 EPS ($2.29), two estimates ($2.98)",Instil Bio Reports Second Quarter 2024 Financial Results and Provides Corporate Update,,8.560885608856088,,,,
,"27,152",,,,8.17,,,"Jun 20, 2024",GAQ,,11.22,,-0.34%,0.15%,3.20%,-0.36%,+3.32%,,,,,,,,,,,
,"3,120",,,705.0,10.54,,,,MNTX,,4.31,,0.46%,-4.88%,-32.07%,-14.15%,-31.50%,,,,,,,,,,,
,,,,72.0,,,,,CMRX,,0.98,,8.76%,10.04%,1.54%,+12.03%,-3.24%,Chimerix Reports Inducement Grant Under Nasdaq Listing Rule 5635(c)(4),Biotech Alert: Searches spiking for these stocks today,Analysts Offer Insights on Healthcare Companies: Chimerix (CMRX) and Ocuphire Pharma (OCUP),"Analysts Offer Insights on Healthcare Companies: Ocuphire Pharma (OCUP), Chimerix (CMRX) and Mersana Therapeutics (MRSN)",Analysts Offer Insights on Healthcare Companies: Werewolf Therapeutics (HOWL) and Chimerix (CMRX),,,,,,
,"1,700",,,,11.04,,,,HSPO,,11.21,,0.38%,0.88%,3.65%,+0.99%,+3.90%,,,,,,,,,,,
,,,,,,,,,BYNO,,11.38,,-0.98%,0.25%,4.02%,+0.31%,+3.88%,,,,,,,,,,,
,"12,839",,0.56,30.0,15.74,,,"Jul 18, 2024",MAYS,,43.33,,-1.56%,-1.71%,-4.66%,+1.86%,-10.24%,,,,,,,1.2924071082390955,,,,
,"8,744",,,,0.96,,,"Sep 3, 2024",PWUP,,11.23,,-0.51%,-0.88%,3.05%,-0.27%,+3.41%,"PowerUp Acquisition, Aspire Biopharma enter business combination agreement","Aspire Biopharma, Inc., and PowerUp Acquisition Corp. Announce Business Combination Agreement to Create Nasdaq-listed Biopharmaceutical Company Driving Breakthrough Innovations in FDA Approved Drugs, Nutraceuticals and Supplements",,,,,,,,,
